#t p q a dW Et
928.03 0.849707 1.20146 -0.932566 0 1
928.04 0.840366 1.20991 -0.935583 -0 1
928.05 0.830995 1.21826 -0.938501 0 1
928.06 0.821596 1.22653 -0.941322 -0 1
928.07 0.812169 1.23469 -0.944048 -0 1
928.08 0.802715 1.24277 -0.94668 0 1
928.09 0.793236 1.25075 -0.949221 0 1
928.1 0.783731 1.25863 -0.951672 -0 1
928.11 0.774203 1.26642 -0.954035 0 1
928.12 0.764651 1.27412 -0.956313 0 1
928.13 0.755077 1.28172 -0.958507 0 1
928.14 0.745481 1.28922 -0.960618 -0 1
928.15 0.735865 1.29663 -0.96265 -0 1
928.16 0.726228 1.30394 -0.964604 -0 1
928.17 0.716573 1.31115 -0.966481 -0 1
928.18 0.706899 1.31827 -0.968284 0 1
928.19 0.697207 1.32529 -0.970014 -0 1
928.2 0.687499 1.33221 -0.971674 0 1
928.21 0.677774 1.33904 -0.973264 -0 1
928.22 0.668034 1.34577 -0.974788 -0 1
928.23 0.658279 1.3524 -0.976246 -0 1
928.24 0.648509 1.35893 -0.977641 0 1
928.25 0.638726 1.36537 -0.978974 -0 1
928.26 0.62893 1.37171 -0.980247 0 1
928.27 0.619121 1.37795 -0.981462 -0 1
928.28 0.609301 1.38409 -0.982621 -0 1
928.29 0.599469 1.39013 -0.983725 -0 1
928.3 0.589627 1.39608 -0.984776 -0 1
928.31 0.579774 1.40193 -0.985775 -0 1
928.32 0.569911 1.40767 -0.986725 -0 1
928.33 0.560039 1.41332 -0.987627 -0 1
928.34 0.550159 1.41888 -0.988482 -0 1
928.35 0.54027 1.42433 -0.989293 0 1
928.36 0.530373 1.42968 -0.99006 -0 1
928.37 0.520469 1.43494 -0.990785 -0 1
928.38 0.510558 1.44009 -0.99147 -0 1
928.39 0.50064 1.44515 -0.992116 -0 1
928.4 0.490715 1.4501 -0.992725 0 1
928.41 0.480785 1.45496 -0.993299 -0 1
928.42 0.470849 1.45972 -0.993837 0 1
928.43 0.460909 1.46438 -0.994343 -0 1
928.44 0.450963 1.46894 -0.994817 -0 1
928.45 0.441012 1.4734 -0.99526 -0 1
928.46 0.431058 1.47776 -0.995675 0 1
928.47 0.421099 1.48202 -0.996062 -0 1
928.48 0.411136 1.48618 -0.996422 0 1
928.49 0.401171 1.49024 -0.996757 -0 1
928.5 0.391201 1.4942 -0.997068 -0 1
928.51 0.381229 1.49806 -0.997356 -0 1
928.52 0.371254 1.50183 -0.997623 -0 1
928.53 0.361277 1.50549 -0.997868 0 1
928.54 0.351297 1.50905 -0.998094 -0 1
928.55 0.341315 1.51252 -0.998302 0 1
928.56 0.331331 1.51588 -0.998492 -0 1
928.57 0.321345 1.51914 -0.998666 -0 1
928.58 0.311358 1.52231 -0.998825 -0 1
928.59 0.301369 1.52537 -0.998968 -0 1
928.6 0.291378 1.52833 -0.999099 0 1
928.61 0.281387 1.5312 -0.999216 -0 1
928.62 0.271394 1.53396 -0.999322 -0 1
928.63 0.2614 1.53662 -0.999416 0 1
928.64 0.251406 1.53919 -0.999501 0 1
928.65 0.241411 1.54165 -0.999575 -0 1
928.66 0.231414 1.54402 -0.999641 0 1
928.67 0.221418 1.54628 -0.9997 -0 1
928.68 0.21142 1.54845 -0.99975 0 1
928.69 0.201423 1.55051 -0.999794 -0 1
928.7 0.191425 1.55247 -0.999832 -0 1
928.71 0.181426 1.55434 -0.999865 -0 1
928.72 0.171427 1.5561 -0.999892 0 1
928.73 0.161428 1.55777 -0.999915 -0 1
928.74 0.151429 1.55933 -0.999934 0 1
928.75 0.14143 1.5608 -0.99995 0 1
928.76 0.13143 1.56216 -0.999963 0 1
928.77 0.12143 1.56342 -0.999973 -0 1
928.78 0.111431 1.56459 -0.999981 -0 1
928.79 0.101431 1.56565 -0.999987 -0 1
928.8 0.0914309 1.56662 -0.999991 -0 1
928.81 0.0814309 1.56748 -0.999995 -0 1
928.82 0.071431 1.56825 -0.999997 0 1
928.83 0.061431 1.56891 -0.999998 -0 1
928.84 0.051431 1.56947 -0.999999 0 1
928.85 0.041431 1.56994 -1 0 1
928.86 0.031431 1.5703 -1 -0 1
928.87 0.021431 1.57057 -1 -0 1
928.88 0.011431 1.57073 -1 -0 1
928.89 0.00143101 1.5708 -1 -0 1
928.9 -0.00856899 1.57076 -1 0 1
928.91 -0.018569 1.57062 -1 -0 1
928.92 -0.028569 1.57039 -1 0 1
928.93 -0.038569 1.57005 -1 0 1
928.94 -0.048569 1.56962 -0.999999 -0 1
928.95 -0.058569 1.56908 -0.999999 -0 1
928.96 -0.0685689 1.56845 -0.999997 -0 1
928.97 -0.0785689 1.56771 -0.999995 -0 1
928.98 -0.0885689 1.56687 -0.999992 -0 1
928.99 -0.0985688 1.56594 -0.999988 0 1
929 -0.108569 1.5649 -0.999983 -0 1
929.01 -0.118568 1.56377 -0.999975 -0 1
929.02 -0.128568 1.56253 -0.999966 0 1
929.03 -0.138568 1.5612 -0.999954 0 1
929.04 -0.148567 1.55976 -0.999939 0 1
929.05 -0.158566 1.55822 -0.999921 0 1
929.06 -0.168566 1.55659 -0.999899 -0 1
929.07 -0.178564 1.55485 -0.999873 -0 1
929.08 -0.188563 1.55302 -0.999842 0 1
929.09 -0.198561 1.55108 -0.999806 0 1
929.1 -0.208559 1.54905 -0.999763 -0 1
929.11 -0.218557 1.54691 -0.999715 0 1
929.12 -0.228553 1.54468 -0.999659 -0 1
929.13 -0.23855 1.54234 -0.999595 -0 1
929.14 -0.248545 1.5399 -0.999523 -0 1
929.15 -0.25854 1.53737 -0.999441 -0 1
929.16 -0.268534 1.53473 -0.99935 -0 1
929.17 -0.278527 1.532 -0.999247 0 1
929.18 -0.288519 1.52916 -0.999133 0 1
929.19 -0.29851 1.52623 -0.999007 -0 1
929.2 -0.308499 1.52319 -0.998867 -0 1
929.21 -0.318487 1.52006 -0.998713 0 1
929.22 -0.328473 1.51682 -0.998544 -0 1
929.23 -0.338458 1.51349 -0.998358 -0 1
929.24 -0.34844 1.51005 -0.998156 0 1
929.25 -0.358421 1.50652 -0.997935 0 1
929.26 -0.368399 1.50289 -0.997695 0 1
929.27 -0.378375 1.49915 -0.997435 0 1
929.28 -0.388348 1.49532 -0.997153 -0 1
929.29 -0.398318 1.49138 -0.996849 -0 1
929.3 -0.408285 1.48735 -0.996521 0 1
929.31 -0.418248 1.48322 -0.996168 -0 1
929.32 -0.428208 1.47899 -0.995788 0 1
929.33 -0.438164 1.47465 -0.995382 0 1
929.34 -0.448115 1.47022 -0.994947 -0 1
929.35 -0.458063 1.46569 -0.994482 0 1
929.36 -0.468005 1.46106 -0.993985 -0 1
929.37 -0.477942 1.45633 -0.993456 0 1
929.38 -0.487874 1.4515 -0.992893 0 1
929.39 -0.4978 1.44657 -0.992294 -0 1
929.4 -0.50772 1.44155 -0.991659 0 1
929.41 -0.517633 1.43642 -0.990985 0 1
929.42 -0.527539 1.43119 -0.990272 0 1
929.43 -0.537438 1.42587 -0.989517 0 1
929.44 -0.547329 1.42045 -0.988719 -0 1
929.45 -0.557212 1.41492 -0.987876 0 1
929.46 -0.567087 1.4093 -0.986988 -0 1
929.47 -0.576952 1.40358 -0.986052 0 1
929.48 -0.586808 1.39776 -0.985067 -0 1
929.49 -0.596653 1.39185 -0.984031 0 1
929.5 -0.606488 1.38583 -0.982942 0 1
929.51 -0.616312 1.37972 -0.9818 0 1
929.52 -0.626124 1.3735 -0.980601 -0 1
929.53 -0.635924 1.36719 -0.979344 -0 1
929.54 -0.645711 1.36079 -0.978029 -0 1
929.55 -0.655484 1.35428 -0.976652 0 1
929.56 -0.665243 1.34768 -0.975212 0 1
929.57 -0.674988 1.34097 -0.973707 -0 1
929.58 -0.684717 1.33418 -0.972136 0 1
929.59 -0.694431 1.32728 -0.970496 -0 1
929.6 -0.704127 1.32029 -0.968786 0 1
929.61 -0.713806 1.3132 -0.967004 -0 1
929.62 -0.723467 1.30601 -0.965149 0 1
929.63 -0.733109 1.29873 -0.963217 -0 1
929.64 -0.742731 1.29135 -0.961208 -0 1
929.65 -0.752333 1.28387 -0.959119 -0 1
929.66 -0.761913 1.2763 -0.956949 -0 1
929.67 -0.771471 1.26864 -0.954696 0 1
929.68 -0.781007 1.26087 -0.952357 -0 1
929.69 -0.790518 1.25302 -0.949931 0 1
929.7 -0.800005 1.24506 -0.947416 -0 1
929.71 -0.809466 1.23702 -0.94481 -0 1
929.72 -0.818901 1.22887 -0.942112 0 1
929.73 -0.828308 1.22064 -0.939318 0 1
929.74 -0.837687 1.21231 -0.936428 -0 1
929.75 -0.847036 1.20388 -0.933439 0 1
929.76 -0.856355 1.19537 -0.93035 0 1
929.77 -0.865643 1.18676 -0.927159 0 1
929.78 -0.874898 1.17805 -0.923863 0 1
929.79 -0.88412 1.16926 -0.920461 -0 1
929.8 -0.893307 1.16037 -0.916952 -0 1
929.81 -0.902459 1.15139 -0.913332 0 1
929.82 -0.911573 1.14232 -0.909601 0 1
929.83 -0.92065 1.13316 -0.905757 0 1
929.84 -0.929688 1.12391 -0.901797 0 1
929.85 -0.938686 1.11457 -0.897721 0 1
929.86 -0.947642 1.10514 -0.893525 0 1
929.87 -0.956556 1.09562 -0.88921 -0 1
929.88 -0.965426 1.08601 -0.884772 -0 1
929.89 -0.974251 1.07631 -0.880211 -0 1
929.9 -0.98303 1.06652 -0.875525 0 1
929.91 -0.991761 1.05665 -0.870711 0 1
929.92 -1.00044 1.04669 -0.865769 0 1
929.93 -1.00908 1.03664 -0.860697 0 1
929.94 -1.01766 1.0265 -0.855494 0 1
929.95 -1.02619 1.01628 -0.850158 -0 1
929.96 -1.03466 1.00598 -0.844687 -0 1
929.97 -1.04308 0.995592 -0.839081 0 1
929.98 -1.05144 0.985119 -0.833338 -0 1
929.99 -1.05974 0.974563 -0.827457 -0 1
930 -1.06799 0.963924 -0.821436 0 1
930.01 -1.07617 0.953204 -0.815275 -0 1
930.02 -1.08429 0.942401 -0.808972 -0 1
930.03 -1.09235 0.931518 -0.802526 -0 1
930.04 -1.10034 0.920554 -0.795937 -0 1
930.05 -1.10827 0.909511 -0.789204 -0 1
930.06 -1.11613 0.898389 -0.782325 0 1
930.07 -1.12392 0.887189 -0.775299 -0 1
930.08 -1.13163 0.875911 -0.768127 -0 1
930.09 -1.13928 0.864556 -0.760808 0 1
930.1 -1.14685 0.853126 -0.75334 -0 1
930.11 -1.15434 0.84162 -0.745723 -0 1
930.12 -1.16176 0.830039 -0.737958 0 1
930.13 -1.1691 0.818385 -0.730043 -0 1
930.14 -1.17636 0.806657 -0.721978 -0 1
930.15 -1.18354 0.794858 -0.713764 -0 1
930.16 -1.19064 0.782987 -0.7054 -0 1
930.17 -1.19765 0.771045 -0.696885 -0 1
930.18 -1.20458 0.759034 -0.688221 0 1
930.19 -1.21141 0.746954 -0.679407 -0 1
930.2 -1.21816 0.734806 -0.670443 0 1
930.21 -1.22482 0.722591 -0.66133 0 1
930.22 -1.23139 0.71031 -0.652069 -0 1
930.23 -1.23786 0.697964 -0.642659 -0 1
930.24 -1.24424 0.685553 -0.633101 0 1
930.25 -1.25052 0.673079 -0.623396 0 1
930.26 -1.25671 0.660543 -0.613546 0 1
930.27 -1.2628 0.647945 -0.603549 0 1
930.28 -1.26878 0.635287 -0.593409 0 1
930.29 -1.27466 0.62257 -0.583125 0 1
930.3 -1.28044 0.609794 -0.572699 0 1
930.31 -1.28612 0.596961 -0.562132 0 1
930.32 -1.29168 0.584072 -0.551426 0 1
930.33 -1.29714 0.571128 -0.540581 -0 1
930.34 -1.3025 0.55813 -0.529601 0 1
930.35 -1.30774 0.545079 -0.518485 -0 1
930.36 -1.31286 0.531975 -0.507237 0 1
930.37 -1.31788 0.518822 -0.495857 -0 1
930.38 -1.32278 0.505618 -0.484348 -0 1
930.39 -1.32757 0.492366 -0.472713 -0 1
930.4 -1.33224 0.479067 -0.460952 0 1
930.41 -1.33679 0.465722 -0.449068 -0 1
930.42 -1.34122 0.452332 -0.437064 -0 1
930.43 -1.34553 0.438898 -0.424942 0 1
930.44 -1.34971 0.425422 -0.412705 -0 1
930.45 -1.35378 0.411904 -0.400355 -0 1
930.46 -1.35772 0.398347 -0.387895 0 1
930.47 -1.36154 0.38475 -0.375328 0 1
930.48 -1.36523 0.371116 -0.362656 -0 1
930.49 -1.36879 0.357446 -0.349883 -0 1
930.5 -1.37222 0.343741 -0.337012 -0 1
930.51 -1.37553 0.330002 -0.324045 -0 1
930.52 -1.37871 0.316231 -0.310986 0 1
930.53 -1.38175 0.302428 -0.297839 0 1
930.54 -1.38466 0.288596 -0.284607 0 1
930.55 -1.38744 0.274736 -0.271292 0 1
930.56 -1.39009 0.260848 -0.2579 -0 1
930.57 -1.3926 0.246934 -0.244432 -0 1
930.58 -1.39498 0.232996 -0.230894 0 1
930.59 -1.39722 0.219035 -0.217288 0 1
930.6 -1.39932 0.205052 -0.203618 -0 1
930.61 -1.40129 0.191049 -0.189889 -0 1
930.62 -1.40312 0.177027 -0.176104 0 1
930.63 -1.40481 0.162987 -0.162267 -0 1
930.64 -1.40636 0.148931 -0.148381 0 1
930.65 -1.40778 0.13486 -0.134452 0 1
930.66 -1.40905 0.120776 -0.120483 0 1
930.67 -1.41019 0.10668 -0.106478 -0 1
930.68 -1.41118 0.0925729 -0.0924407 0 1
930.69 -1.41204 0.0784567 -0.0783762 0 1
930.7 -1.41275 0.0643326 -0.0642883 -0 1
930.71 -1.41332 0.0502021 -0.0501811 0 1
930.72 -1.41375 0.0360666 -0.0360588 0 1
930.73 -1.41404 0.0219275 -0.0219258 -0 1
930.74 -1.41419 0.00778623 -0.00778616 -0 1
930.75 -1.4142 -0.00635584 0.0063558 -0 1
930.76 -1.41407 -0.0204973 0.0204958 0 1
930.77 -1.41379 -0.0346367 0.0346298 -0 1
930.78 -1.41337 -0.0487726 0.0487533 0 1
930.79 -1.41281 -0.0629037 0.0628622 0 1
930.8 -1.41212 -0.0770284 0.0769523 -0 1
930.81 -1.41128 -0.0911455 0.0910194 -0 1
930.82 -1.41029 -0.105253 0.105059 0 1
930.83 -1.40917 -0.119351 0.119068 -0 1
930.84 -1.40791 -0.133436 0.133041 -0 1
930.85 -1.40651 -0.147509 0.146974 0 1
930.86 -1.40497 -0.161566 0.160864 0 1
930.87 -1.4033 -0.175608 0.174707 -0 1
930.88 -1.40148 -0.189632 0.188497 0 1
930.89 -1.39953 -0.203637 0.202232 -0 1
930.9 -1.39744 -0.217622 0.215908 0 1
930.91 -1.39521 -0.231585 0.229521 0 1
930.92 -1.39285 -0.245526 0.243066 -0 1
930.93 -1.39035 -0.259442 0.256541 -0 1
930.94 -1.38772 -0.273332 0.269941 0 1
930.95 -1.38495 -0.287196 0.283264 -0 1
930.96 -1.38205 -0.301031 0.296505 0 1
930.97 -1.37902 -0.314836 0.309661 -0 1
930.98 -1.37586 -0.328611 0.322728 0 1
930.99 -1.37257 -0.342353 0.335704 -0 1
931 -1.36914 -0.356061 0.348585 -0 1
931.01 -1.36559 -0.369735 0.361369 -0 1
931.02 -1.36192 -0.383373 0.374051 0 1
931.03 -1.35811 -0.396973 0.386629 -0 1
931.04 -1.35418 -0.410535 0.3991 -0 1
931.05 -1.35013 -0.424056 0.411461 -0 1
931.06 -1.34596 -0.437537 0.42371 -0 1
931.07 -1.34166 -0.450975 0.435843 -0 1
931.08 -1.33724 -0.46437 0.447859 0 1
931.09 -1.3327 -0.47772 0.459755 -0 1
931.1 -1.32804 -0.491023 0.471529 0 1
931.11 -1.32327 -0.50428 0.483177 0 1
931.12 -1.31838 -0.517488 0.494699 -0 1
931.13 -1.31338 -0.530647 0.506092 -0 1
931.14 -1.30826 -0.543756 0.517354 -0 1
931.15 -1.30303 -0.556812 0.528483 -0 1
931.16 -1.29769 -0.569816 0.539477 0 1
931.17 -1.29224 -0.582766 0.550335 0 1
931.18 -1.28668 -0.59566 0.561055 0 1
931.19 -1.28102 -0.608499 0.571636 -0 1
931.2 -1.27525 -0.62128 0.582077 -0 1
931.21 -1.26938 -0.634004 0.592375 -0 1
931.22 -1.26341 -0.646668 0.60253 0 1
931.23 -1.25733 -0.659271 0.612541 0 1
931.24 -1.25115 -0.671814 0.622407 -0 1
931.25 -1.24488 -0.684294 0.632126 -0 1
931.26 -1.23851 -0.696711 0.641699 0 1
931.27 -1.23205 -0.709064 0.651124 -0 1
931.28 -1.22549 -0.721352 0.6604 -0 1
931.29 -1.21884 -0.733574 0.669528 0 1
931.3 -1.2121 -0.745728 0.678507 0 1
931.31 -1.20527 -0.757815 0.687336 -0 1
931.32 -1.19835 -0.769834 0.696016 0 1
931.33 -1.19135 -0.781782 0.704545 0 1
931.34 -1.18426 -0.79366 0.712925 0 1
931.35 -1.17709 -0.805467 0.721154 -0 1
931.36 -1.16984 -0.817202 0.729234 0 1
931.37 -1.16251 -0.828864 0.737164 0 1
931.38 -1.1551 -0.840452 0.744945 -0 1
931.39 -1.14761 -0.851965 0.752576 0 1
931.4 -1.14005 -0.863404 0.760059 0 1
931.41 -1.13241 -0.874766 0.767394 0 1
931.42 -1.1247 -0.886052 0.774581 0 1
931.43 -1.11692 -0.89726 0.781621 -0 1
931.44 -1.10907 -0.90839 0.788515 -0 1
931.45 -1.10115 -0.919441 0.795263 -0 1
931.46 -1.09316 -0.930413 0.801867 -0 1
931.47 -1.08511 -0.941304 0.808327 0 1
931.48 -1.077 -0.952115 0.814644 0 1
931.49 -1.06882 -0.962844 0.820819 -0 1
931.5 -1.06058 -0.973491 0.826854 -0 1
931.51 -1.05228 -0.984055 0.832749 0 1
931.52 -1.04393 -0.994536 0.838506 0 1
931.53 -1.03551 -1.00493 0.844126 0 1
931.54 -1.02704 -1.01525 0.849611 -0 1
931.55 -1.01852 -1.02547 0.85496 0 1
931.56 -1.00995 -1.03562 0.860177 0 1
931.57 -1.00132 -1.04567 0.865262 -0 1
931.58 -0.992641 -1.05564 0.870217 -0 1
931.59 -0.983915 -1.06553 0.875044 -0 1
931.6 -0.975141 -1.07532 0.879743 0 1
931.61 -0.966321 -1.08503 0.884317 0 1
931.62 -0.957455 -1.09465 0.888767 -0 1
931.63 -0.948546 -1.10418 0.893094 -0 1
931.64 -0.939594 -1.11362 0.897302 -0 1
931.65 -0.9306 -1.12297 0.90139 -0 1
931.66 -0.921566 -1.13223 0.905361 -0 1
931.67 -0.912493 -1.1414 0.909217 -0 1
931.68 -0.903382 -1.15048 0.91296 -0 1
931.69 -0.894234 -1.15947 0.91659 0 1
931.7 -0.885051 -1.16836 0.920111 -0 1
931.71 -0.875832 -1.17717 0.923524 0 1
931.72 -0.866581 -1.18588 0.92683 -0 1
931.73 -0.857296 -1.1945 0.930032 0 1
931.74 -0.84798 -1.20303 0.933132 -0 1
931.75 -0.838634 -1.21146 0.93613 -0 1
931.76 -0.829258 -1.2198 0.93903 -0 1
931.77 -0.819854 -1.22804 0.941834 0 1
931.78 -0.810422 -1.2362 0.944542 0 1
931.79 -0.800963 -1.24425 0.947157 -0 1
931.8 -0.791479 -1.25222 0.949681 -0 1
931.81 -0.78197 -1.26008 0.952116 0 1
931.82 -0.772437 -1.26785 0.954463 -0 1
931.83 -0.762881 -1.27553 0.956725 0 1
931.84 -0.753303 -1.28311 0.958904 -0 1
931.85 -0.743703 -1.2906 0.961 0 1
931.86 -0.734083 -1.29799 0.963018 -0 1
931.87 -0.724443 -1.30528 0.964957 -0 1
931.88 -0.714784 -1.31248 0.96682 0 1
931.89 -0.705107 -1.31957 0.968609 -0 1
931.9 -0.695412 -1.32658 0.970326 0 1
931.91 -0.685701 -1.33348 0.971973 0 1
931.92 -0.675973 -1.34029 0.973551 -0 1
931.93 -0.66623 -1.347 0.975062 -0 1
931.94 -0.656472 -1.35362 0.976509 0 1
931.95 -0.6467 -1.36013 0.977892 -0 1
931.96 -0.636914 -1.36655 0.979214 0 1
931.97 -0.627116 -1.37287 0.980476 -0 1
931.98 -0.617305 -1.37909 0.981681 -0 1
931.99 -0.607482 -1.38522 0.982829 -0 1
932 -0.597648 -1.39124 0.983923 -0 1
932.01 -0.587804 -1.39717 0.984965 -0 1
932.02 -0.577949 -1.403 0.985955 -0 1
932.03 -0.568085 -1.40873 0.986896 -0 1
932.04 -0.558212 -1.41436 0.987789 -0 1
932.05 -0.548329 -1.41989 0.988636 -0 1
932.06 -0.538439 -1.42533 0.989438 0 1
932.07 -0.528541 -1.43066 0.990197 -0 1
932.08 -0.518635 -1.4359 0.990915 0 1
932.09 -0.508723 -1.44103 0.991593 0 1
932.1 -0.498803 -1.44607 0.992232 0 1
932.11 -0.488878 -1.45101 0.992834 0 1
932.12 -0.478947 -1.45585 0.993401 0 1
932.13 -0.46901 -1.46059 0.993933 0 1
932.14 -0.459068 -1.46523 0.994433 0 1
932.15 -0.449122 -1.46977 0.994901 -0 1
932.16 -0.43917 -1.47421 0.995339 -0 1
932.17 -0.429215 -1.47855 0.995749 -0 1
932.18 -0.419256 -1.4828 0.99613 0 1
932.19 -0.409292 -1.48694 0.996486 -0 1
932.2 -0.399326 -1.49098 0.996816 0 1
932.21 -0.389356 -1.49492 0.997123 -0 1
932.22 -0.379384 -1.49877 0.997407 -0 1
932.23 -0.369408 -1.50251 0.99767 -0 1
932.24 -0.35943 -1.50616 0.997912 -0 1
932.25 -0.34945 -1.5097 0.998134 -0 1
932.26 -0.339468 -1.51315 0.998339 -0 1
932.27 -0.329483 -1.51649 0.998526 0 1
932.28 -0.319497 -1.51974 0.998697 -0 1
932.29 -0.309509 -1.52288 0.998852 0 1
932.3 -0.29952 -1.52593 0.998993 -0 1
932.31 -0.28953 -1.52887 0.999121 -0 1
932.32 -0.279538 -1.53172 0.999236 -0 1
932.33 -0.269545 -1.53446 0.99934 -0 1
932.34 -0.259551 -1.53711 0.999433 -0 1
932.35 -0.249556 -1.53965 0.999515 0 1
932.36 -0.239561 -1.5421 0.999588 -0 1
932.37 -0.229564 -1.54444 0.999653 -0 1
932.38 -0.219568 -1.54669 0.999709 0 1
932.39 -0.20957 -1.54883 0.999759 0 1
932.4 -0.199573 -1.55088 0.999802 -0 1
932.41 -0.189574 -1.55283 0.999839 0 1
932.42 -0.179576 -1.55467 0.99987 -0 1
932.43 -0.169577 -1.55642 0.999897 -0 1
932.44 -0.159578 -1.55806 0.999919 -0 1
932.45 -0.149579 -1.55961 0.999937 -0 1
932.46 -0.139579 -1.56106 0.999953 0 1
932.47 -0.12958 -1.5624 0.999965 -0 1
932.48 -0.11958 -1.56365 0.999974 0 1
932.49 -0.10958 -1.56479 0.999982 0 1
932.5 -0.0995802 -1.56584 0.999988 -0 1
932.51 -0.0895803 -1.56678 0.999992 0 1
932.52 -0.0795804 -1.56763 0.999995 -0 1
932.53 -0.0695804 -1.56838 0.999997 -0 1
932.54 -0.0595804 -1.56902 0.999998 0 1
932.55 -0.0495804 -1.56957 0.999999 0 1
932.56 -0.0395804 -1.57001 1 0 1
932.57 -0.0295804 -1.57036 1 0 1
932.58 -0.0195804 -1.5706 1 -0 1
932.59 -0.00958044 -1.57075 1 -0 1
932.6 0.000419561 -1.5708 1 0 1
932.61 0.0104196 -1.57074 1 -0 1
932.62 0.0204196 -1.57059 1 -0 1
932.63 0.0304196 -1.57033 1 -0 1
932.64 0.0404196 -1.56998 1 0 1
932.65 0.0504196 -1.56953 0.999999 -0 1
932.66 0.0604195 -1.56897 0.999998 -0 1
932.67 0.0704195 -1.56832 0.999997 -0 1
932.68 0.0804195 -1.56756 0.999995 0 1
932.69 0.0904194 -1.56671 0.999992 -0 1
932.7 0.100419 -1.56575 0.999987 0 1
932.71 0.110419 -1.5647 0.999981 -0 1
932.72 0.120419 -1.56355 0.999974 -0 1
932.73 0.130419 -1.56229 0.999964 -0 1
932.74 0.140418 -1.56094 0.999951 0 1
932.75 0.150418 -1.55948 0.999936 0 1
932.76 0.160417 -1.55793 0.999917 -0 1
932.77 0.170416 -1.55628 0.999895 -0 1
932.78 0.180415 -1.55452 0.999868 -0 1
932.79 0.190413 -1.55267 0.999836 0 1
932.8 0.200411 -1.55071 0.999798 0 1
932.81 0.210409 -1.54866 0.999755 0 1
932.82 0.220407 -1.5465 0.999705 0 1
932.83 0.230403 -1.54425 0.999648 0 1
932.84 0.240399 -1.5419 0.999582 0 1
932.85 0.250395 -1.53944 0.999509 -0 1
932.86 0.26039 -1.53689 0.999425 -0 1
932.87 0.270383 -1.53423 0.999332 0 1
932.88 0.280376 -1.53148 0.999227 -0 1
932.89 0.290368 -1.52863 0.999111 -0 1
932.9 0.300358 -1.52567 0.998982 -0 1
932.91 0.310348 -1.52262 0.99884 -0 1
932.92 0.320335 -1.51947 0.998683 -0 1
932.93 0.330321 -1.51621 0.998511 0 1
932.94 0.340305 -1.51286 0.998322 0 1
932.95 0.350288 -1.50941 0.998116 -0 1
932.96 0.360268 -1.50585 0.997892 0 1
932.97 0.370245 -1.5022 0.997648 0 1
932.98 0.38022 -1.49845 0.997384 0 1
932.99 0.390193 -1.4946 0.997098 -0 1
933 0.400162 -1.49065 0.99679 -0 1
933.01 0.410129 -1.48659 0.996457 -0 1
933.02 0.420091 -1.48244 0.996099 -0 1
933.03 0.430051 -1.47819 0.995715 0 1
933.04 0.440006 -1.47384 0.995304 -0 1
933.05 0.449956 -1.46939 0.994863 0 1
933.06 0.459903 -1.46484 0.994392 0 1
933.07 0.469844 -1.46019 0.99389 0 1
933.08 0.47978 -1.45545 0.993355 -0 1
933.09 0.489711 -1.4506 0.992785 -0 1
933.1 0.499636 -1.44565 0.99218 -0 1
933.11 0.509555 -1.44061 0.991537 -0 1
933.12 0.519467 -1.43546 0.990856 0 1
933.13 0.529372 -1.43022 0.990135 0 1
933.14 0.539269 -1.42487 0.989372 -0 1
933.15 0.549159 -1.41943 0.988566 0 1
933.16 0.55904 -1.41389 0.987716 0 1
933.17 0.568913 -1.40825 0.986819 -0 1
933.18 0.578777 -1.40251 0.985874 -0 1
933.19 0.58863 -1.39668 0.984879 -0 1
933.2 0.598474 -1.39074 0.983834 0 1
933.21 0.608307 -1.38471 0.982735 0 1
933.22 0.618129 -1.37857 0.981582 0 1
933.23 0.627938 -1.37234 0.980373 -0 1
933.24 0.637736 -1.36601 0.979105 0 1
933.25 0.64752 -1.35959 0.977778 0 1
933.26 0.657291 -1.35306 0.97639 -0 1
933.27 0.667048 -1.34644 0.974938 0 1
933.28 0.67679 -1.33972 0.973421 -0 1
933.29 0.686516 -1.33291 0.971838 0 1
933.3 0.696226 -1.32599 0.970185 0 1
933.31 0.70592 -1.31898 0.968462 -0 1
933.32 0.715595 -1.31187 0.966667 0 1
933.33 0.725253 -1.30467 0.964797 0 1
933.34 0.734891 -1.29737 0.962851 0 1
933.35 0.744509 -1.28997 0.960828 0 1
933.36 0.754107 -1.28248 0.958724 -0 1
933.37 0.763684 -1.27489 0.956538 0 1
933.38 0.773238 -1.26721 0.954269 0 1
933.39 0.782769 -1.25943 0.951915 0 1
933.4 0.792276 -1.25155 0.949473 0 1
933.41 0.801758 -1.24358 0.946941 0 1
933.42 0.811214 -1.23552 0.944318 0 1
933.43 0.820644 -1.22736 0.941602 -0 1
933.44 0.830046 -1.2191 0.938791 -0 1
933.45 0.839419 -1.21076 0.935883 -0 1
933.46 0.848763 -1.20231 0.932875 -0 1
933.47 0.858077 -1.19378 0.929767 0 1
933.48 0.867358 -1.18515 0.926557 -0 1
933.49 0.876607 -1.17643 0.923242 0 1
933.5 0.885823 -1.16762 0.91982 -0 1
933.51 0.895003 -1.15872 0.91629 0 1
933.52 0.904148 -1.14972 0.91265 -0 1
933.53 0.913256 -1.14063 0.908898 -0 1
933.54 0.922326 -1.13146 0.905033 -0 1
933.55 0.931356 -1.12219 0.901052 -0 1
933.56 0.940346 -1.11283 0.896953 -0 1
933.57 0.949295 -1.10338 0.892736 0 1
