#t p q a dW Et
5.51 -0.0522241 -1.56943 0.999999 -0 1
5.52 -0.0422241 -1.56991 1 0 1
5.53 -0.0322241 -1.57028 1 -0 1
5.54 -0.0222241 -1.57055 1 -0 1
5.55 -0.0122241 -1.57072 1 0 1
5.56 -0.00222414 -1.57079 1 0 1
5.57 0.00777586 -1.57077 1 -0 1
5.58 0.0177759 -1.57064 1 0 1
5.59 0.0277759 -1.57041 1 0 1
5.6 0.0377759 -1.57008 1 0 1
5.61 0.0477759 -1.56966 0.999999 -0 1
5.62 0.0577758 -1.56913 0.999999 -0 1
5.63 0.0677758 -1.5685 0.999997 -0 1
5.64 0.0777758 -1.56777 0.999995 -0 1
5.65 0.0877757 -1.56694 0.999993 0 1
5.66 0.0977756 -1.56602 0.999989 0 1
5.67 0.107775 -1.56499 0.999983 0 1
5.68 0.117775 -1.56386 0.999976 0 1
5.69 0.127775 -1.56263 0.999967 0 1
5.7 0.137775 -1.56131 0.999955 -0 1
5.71 0.147774 -1.55988 0.99994 0 1
5.72 0.157773 -1.55835 0.999923 -0 1
5.73 0.167773 -1.55672 0.999901 -0 1
5.74 0.177771 -1.55499 0.999875 0 1
5.75 0.18777 -1.55317 0.999845 0 1
5.76 0.197768 -1.55124 0.999809 -0 1
5.77 0.207766 -1.54921 0.999767 0 1
5.78 0.217764 -1.54708 0.999719 0 1
5.79 0.227761 -1.54486 0.999664 0 1
5.8 0.237757 -1.54253 0.9996 -0 1
5.81 0.247753 -1.5401 0.999529 0 1
5.82 0.257747 -1.53757 0.999448 0 1
5.83 0.267741 -1.53495 0.999357 0 1
5.84 0.277735 -1.53222 0.999256 0 1
5.85 0.287727 -1.52939 0.999143 0 1
5.86 0.297717 -1.52646 0.999017 0 1
5.87 0.307707 -1.52344 0.998879 -0 1
5.88 0.317695 -1.52031 0.998726 0 1
5.89 0.327681 -1.51708 0.998558 -0 1
5.9 0.337666 -1.51376 0.998374 0 1
5.91 0.347649 -1.51033 0.998172 0 1
5.92 0.357629 -1.5068 0.997953 -0 1
5.93 0.367608 -1.50318 0.997715 -0 1
5.94 0.377584 -1.49945 0.997456 0 1
5.95 0.387557 -1.49563 0.997176 0 1
5.96 0.397527 -1.4917 0.996874 0 1
5.97 0.407494 -1.48768 0.996547 -0 1
5.98 0.417458 -1.48355 0.996196 0 1
5.99 0.427418 -1.47933 0.99582 0 1
6 0.437374 -1.475 0.995415 -0 1
6.01 0.447326 -1.47058 0.994982 0 1
6.02 0.457274 -1.46606 0.99452 -0 1
6.03 0.467216 -1.46143 0.994026 0 1
6.04 0.477154 -1.45671 0.993499 -0 1
6.05 0.487086 -1.45189 0.992939 0 1
6.06 0.497013 -1.44697 0.992343 0 1
6.07 0.506933 -1.44195 0.991711 -0 1
6.08 0.516847 -1.43683 0.99104 -0 1
6.09 0.526754 -1.43161 0.99033 0 1
6.1 0.536653 -1.4263 0.989578 0 1
6.11 0.546545 -1.42088 0.988784 0 1
6.12 0.556429 -1.41536 0.987945 0 1
6.13 0.566304 -1.40975 0.98706 0 1
6.14 0.57617 -1.40404 0.986128 0 1
6.15 0.586026 -1.39823 0.985147 -0 1
6.16 0.595873 -1.39232 0.984115 0 1
6.17 0.605708 -1.38631 0.983031 0 1
6.18 0.615533 -1.3802 0.981892 0 1
6.19 0.625346 -1.374 0.980698 -0 1
6.2 0.635147 -1.3677 0.979446 0 1
6.21 0.644935 -1.3613 0.978135 -0 1
6.22 0.654709 -1.3548 0.976763 0 1
6.23 0.66447 -1.3482 0.975328 0 1
6.24 0.674216 -1.34151 0.973829 -0 1
6.25 0.683946 -1.33472 0.972263 0 1
6.26 0.693661 -1.32783 0.970629 0 1
6.27 0.703359 -1.32085 0.968925 0 1
6.28 0.713039 -1.31376 0.967148 0 1
6.29 0.722701 -1.30658 0.965299 -0 1
6.3 0.732345 -1.29931 0.963373 0 1
6.31 0.741969 -1.29194 0.96137 -0 1
6.32 0.751572 -1.28447 0.959288 -0 1
6.33 0.761154 -1.27691 0.957124 0 1
6.34 0.770714 -1.26925 0.954878 -0 1
6.35 0.780251 -1.26149 0.952546 -0 1
6.36 0.789765 -1.25364 0.950127 -0 1
6.37 0.799254 -1.2457 0.947619 0 1
6.38 0.808717 -1.23766 0.94502 0 1
6.39 0.818154 -1.22952 0.942329 -0 1
6.4 0.827563 -1.22129 0.939543 -0 1
6.41 0.836944 -1.21297 0.936661 0 1
6.42 0.846296 -1.20456 0.93368 -0 1
6.43 0.855617 -1.19605 0.930599 -0 1
6.44 0.864908 -1.18744 0.927416 0 1
6.45 0.874165 -1.17875 0.924128 0 1
6.46 0.88339 -1.16996 0.920735 -0 1
6.47 0.89258 -1.16108 0.917234 -0 1
6.48 0.901734 -1.15211 0.913623 0 1
6.49 0.910852 -1.14305 0.909901 -0 1
6.5 0.919932 -1.13389 0.906066 -0 1
6.51 0.928973 -1.12465 0.902115 -0 1
6.52 0.937974 -1.11531 0.898048 0 1
6.53 0.946933 -1.10589 0.893863 0 1
6.54 0.95585 -1.09637 0.889557 0 1
6.55 0.964724 -1.08677 0.885129 -0 1
6.56 0.973553 -1.07708 0.880577 0 1
6.57 0.982335 -1.0673 0.875901 -0 1
6.58 0.99107 -1.05743 0.871098 -0 1
6.59 0.999757 -1.04748 0.866166 0 1
6.6 1.00839 -1.03744 0.861104 -0 1
6.61 1.01698 -1.02731 0.855912 0 1
6.62 1.02551 -1.0171 0.850586 -0 1
6.63 1.03399 -1.0068 0.845126 0 1
6.64 1.04241 -0.996419 0.839531 0 1
6.65 1.05078 -0.985953 0.833799 0 1
6.66 1.05909 -0.975403 0.827928 -0 1
6.67 1.06734 -0.964771 0.821919 -0 1
6.68 1.07553 -0.954057 0.815769 -0 1
6.69 1.08365 -0.943261 0.809477 0 1
6.7 1.09172 -0.932384 0.803043 -0 1
6.71 1.09971 -0.921427 0.796465 -0 1
6.72 1.10764 -0.91039 0.789743 0 1
6.73 1.11551 -0.899274 0.782876 0 1
6.74 1.1233 -0.88808 0.775862 0 1
6.75 1.13102 -0.876808 0.768701 0 1
6.76 1.13867 -0.86546 0.761393 -0 1
6.77 1.14625 -0.854035 0.753937 -0 1
6.78 1.15375 -0.842535 0.746333 -0 1
6.79 1.16118 -0.83096 0.738579 0 1
6.8 1.16852 -0.819312 0.730676 0 1
6.81 1.17579 -0.80759 0.722623 -0 1
6.82 1.18298 -0.795796 0.714421 -0 1
6.83 1.19008 -0.783931 0.706068 -0 1
6.84 1.1971 -0.771995 0.697566 0 1
6.85 1.20403 -0.759989 0.688914 0 1
6.86 1.21087 -0.747915 0.680111 0 1
6.87 1.21763 -0.735772 0.67116 -0 1
6.88 1.2243 -0.723562 0.662059 0 1
6.89 1.23087 -0.711286 0.652809 -0 1
6.9 1.23735 -0.698945 0.643411 -0 1
6.91 1.24374 -0.68654 0.633865 -0 1
6.92 1.25003 -0.674071 0.624172 0 1
6.93 1.25622 -0.661539 0.614332 -0 1
6.94 1.26232 -0.648947 0.604347 0 1
6.95 1.26831 -0.636293 0.594218 -0 1
6.96 1.2742 -0.623581 0.583946 0 1
6.97 1.27999 -0.61081 0.573531 0 1
6.98 1.28567 -0.597981 0.562975 -0 1
6.99 1.29125 -0.585097 0.55228 -0 1
7 1.29672 -0.572157 0.541447 -0 1
7.01 1.30207 -0.559163 0.530477 0 1
7.02 1.30732 -0.546116 0.519372 0 1
7.03 1.31246 -0.533017 0.508134 -0 1
7.04 1.31749 -0.519867 0.496764 -0 1
7.05 1.3224 -0.506667 0.485266 -0 1
7.06 1.32719 -0.493419 0.47364 0 1
7.07 1.33187 -0.480124 0.461889 -0 1
7.08 1.33643 -0.466782 0.450015 0 1
7.09 1.34087 -0.453396 0.438021 -0 1
7.1 1.34519 -0.439965 0.425908 0 1
7.11 1.34939 -0.426492 0.41368 0 1
7.12 1.35346 -0.412978 0.401339 -0 1
7.13 1.35741 -0.399423 0.388887 -0 1
7.14 1.36124 -0.38583 0.376328 -0 1
7.15 1.36494 -0.372199 0.363665 0 1
7.16 1.36851 -0.358532 0.3509 0 1
7.17 1.37196 -0.344829 0.338036 0 1
7.18 1.37527 -0.331093 0.325077 -0 1
7.19 1.37846 -0.317324 0.312025 0 1
7.2 1.38151 -0.303524 0.298885 0 1
7.21 1.38444 -0.289694 0.285659 0 1
7.22 1.38723 -0.275836 0.272351 -0 1
7.23 1.38988 -0.26195 0.258965 0 1
7.24 1.3924 -0.248039 0.245503 -0 1
7.25 1.39479 -0.234103 0.23197 -0 1
7.26 1.39704 -0.220143 0.218369 0 1
7.27 1.39916 -0.206162 0.204705 -0 1
7.28 1.40114 -0.192161 0.19098 0 1
7.29 1.40298 -0.17814 0.177199 0 1
7.3 1.40468 -0.164101 0.163366 -0 1
7.31 1.40625 -0.150047 0.149484 -0 1
7.32 1.40767 -0.135977 0.135558 -0 1
7.33 1.40896 -0.121894 0.121592 -0 1
7.34 1.4101 -0.107798 0.10759 -0 1
7.35 1.41111 -0.0936921 0.0935551 -0 1
7.36 1.41197 -0.0795766 0.0794926 0 1
7.37 1.4127 -0.0654531 0.0654064 0 1
7.38 1.41328 -0.0513231 0.0513005 -0 1
7.39 1.41372 -0.0371879 0.0371793 0 1
7.4 1.41403 -0.023049 0.023047 0 1
7.41 1.41419 -0.00890786 0.00890774 -0 1
7.42 1.4142 0.0052342 -0.00523418 0 1
7.43 1.41408 0.0193757 -0.0193745 -0 1
7.44 1.41382 0.0335154 -0.0335091 -0 1
7.45 1.41341 0.0476516 -0.0476336 -0 1
7.46 1.41286 0.0617831 -0.0617438 0 1
7.47 1.41218 0.0759084 -0.0758355 -0 1
7.48 1.41135 0.0900262 -0.0899046 0 1
7.49 1.41038 0.104135 -0.103947 0 1
7.5 1.40927 0.118233 -0.117958 -0 1
7.51 1.40802 0.13232 -0.131934 -0 1
7.52 1.40663 0.146393 -0.145871 -0 1
7.53 1.4051 0.160452 -0.159764 0 1
7.54 1.40343 0.174495 -0.173611 -0 1
7.55 1.40163 0.18852 -0.187405 0 1
7.56 1.39969 0.202527 -0.201145 0 1
7.57 1.39761 0.216513 -0.214826 -0 1
7.58 1.39539 0.230479 -0.228443 0 1
7.59 1.39304 0.244421 -0.241994 0 1
7.6 1.39055 0.258339 -0.255475 0 1
7.61 1.38793 0.272231 -0.268881 0 1
7.62 1.38517 0.286097 -0.28221 0 1
7.63 1.38228 0.299934 -0.295458 -0 1
7.64 1.37926 0.313742 -0.30862 -0 1
7.65 1.37611 0.327519 -0.321695 -0 1
7.66 1.37283 0.341264 -0.334679 -0 1
7.67 1.36942 0.354975 -0.347567 -0 1
7.68 1.36588 0.368652 -0.360358 -0 1
7.69 1.36221 0.382293 -0.373049 -0 1
7.7 1.35842 0.395896 -0.385635 0 1
7.71 1.3545 0.409461 -0.398115 0 1
7.72 1.35046 0.422986 -0.410485 0 1
7.73 1.34629 0.436469 -0.422742 -0 1
7.74 1.342 0.449911 -0.434885 0 1
7.75 1.33759 0.463309 -0.446911 0 1
7.76 1.33307 0.476662 -0.458816 0 1
7.77 1.32842 0.48997 -0.470599 -0 1
7.78 1.32365 0.50323 -0.482258 0 1
7.79 1.31877 0.516443 -0.49379 0 1
7.8 1.31378 0.529605 -0.505193 0 1
7.81 1.30867 0.542718 -0.516465 0 1
7.82 1.30345 0.555778 -0.527605 0 1
7.83 1.29812 0.568786 -0.53861 -0 1
7.84 1.29268 0.58174 -0.549479 -0 1
7.85 1.28713 0.59464 -0.56021 -0 1
7.86 1.28147 0.607483 -0.570802 -0 1
7.87 1.27571 0.620269 -0.581254 0 1
7.88 1.26985 0.632997 -0.591563 -0 1
7.89 1.26388 0.645665 -0.60173 0 1
7.9 1.25782 0.658274 -0.611752 0 1
7.91 1.25165 0.670821 -0.62163 0 1
7.92 1.24538 0.683307 -0.631361 0 1
7.93 1.23902 0.695729 -0.640945 -0 1
7.94 1.23256 0.708087 -0.650382 -0 1
7.95 1.22601 0.72038 -0.65967 -0 1
7.96 1.21937 0.732607 -0.66881 0 1
7.97 1.21264 0.744767 -0.6778 -0 1
7.98 1.20582 0.756859 -0.686641 0 1
7.99 1.19891 0.768883 -0.695333 0 1
8 1.19191 0.780837 -0.703874 -0 1
8.01 1.18483 0.792721 -0.712266 -0 1
8.02 1.17767 0.804533 -0.720507 0 1
8.03 1.17042 0.816274 -0.728599 0 1
8.04 1.16309 0.827941 -0.736541 -0 1
8.05 1.15569 0.839535 -0.744333 -0 1
8.06 1.14821 0.851055 -0.751976 0 1
8.07 1.14065 0.862499 -0.759471 0 1
8.08 1.13302 0.873868 -0.766817 0 1
8.09 1.12531 0.885159 -0.774016 -0 1
8.1 1.11754 0.896374 -0.781068 0 1
8.11 1.10969 0.90751 -0.787973 0 1
8.12 1.10178 0.918567 -0.794733 0 1
8.13 1.0938 0.929545 -0.801348 -0 1
8.14 1.08575 0.940443 -0.807819 0 1
8.15 1.07764 0.95126 -0.814148 0 1
8.16 1.06947 0.961996 -0.820335 0 1
8.17 1.06124 0.972649 -0.826381 -0 1
8.18 1.05294 0.98322 -0.832287 0 1
8.19 1.04459 0.993708 -0.838055 -0 1
8.2 1.03618 1.00411 -0.843686 -0 1
8.21 1.02772 1.01443 -0.849181 -0 1
8.22 1.0192 1.02467 -0.854541 0 1
8.23 1.01063 1.03482 -0.859768 -0 1
8.24 1.00201 1.04488 -0.864864 0 1
8.25 0.993331 1.05486 -0.869829 -0 1
8.26 0.984609 1.06475 -0.874665 0 1
8.27 0.975839 1.07455 -0.879375 -0 1
8.28 0.967022 1.08426 -0.883958 0 1
8.29 0.95816 1.09389 -0.888418 0 1
8.3 0.949254 1.10342 -0.892756 0 1
8.31 0.940305 1.11287 -0.896972 -0 1
8.32 0.931315 1.12223 -0.90107 0 1
8.33 0.922284 1.1315 -0.905051 0 1
8.34 0.913214 1.14068 -0.908916 0 1
8.35 0.904106 1.14976 -0.912667 -0 1
8.36 0.894961 1.15876 -0.916307 0 1
8.37 0.88578 1.16766 -0.919836 0 1
8.38 0.876565 1.17647 -0.923257 -0 1
8.39 0.867316 1.18519 -0.926572 0 1
8.4 0.858034 1.19382 -0.929782 -0 1
8.41 0.84872 1.20235 -0.932889 -0 1
8.42 0.839376 1.21079 -0.935896 0 1
8.43 0.830003 1.21914 -0.938804 -0 1
8.44 0.820601 1.22739 -0.941615 0 1
8.45 0.811171 1.23555 -0.94433 0 1
8.46 0.801714 1.24362 -0.946953 -0 1
8.47 0.792232 1.25159 -0.949484 -0 1
8.48 0.782725 1.25946 -0.951926 0 1
8.49 0.773194 1.26724 -0.95428 -0 1
8.5 0.76364 1.27493 -0.956549 0 1
8.51 0.754063 1.28251 -0.958734 -0 1
8.52 0.744465 1.29001 -0.960837 -0 1
8.53 0.734847 1.2974 -0.96286 0 1
8.54 0.725208 1.3047 -0.964806 0 1
8.55 0.715551 1.31191 -0.966675 0 1
8.56 0.705875 1.31901 -0.96847 -0 1
8.57 0.696182 1.32603 -0.970193 0 1
8.58 0.686471 1.33294 -0.971845 -0 1
8.59 0.676745 1.33975 -0.973428 -0 1
8.6 0.667003 1.34647 -0.974945 0 1
8.61 0.657246 1.35309 -0.976396 0 1
8.62 0.647475 1.35962 -0.977785 0 1
8.63 0.637691 1.36604 -0.979111 0 1
8.64 0.627893 1.37237 -0.980378 -0 1
8.65 0.618083 1.3786 -0.981587 -0 1
8.66 0.608262 1.38473 -0.98274 0 1
8.67 0.598429 1.39077 -0.983838 -0 1
8.68 0.588585 1.3967 -0.984884 -0 1
8.69 0.578731 1.40254 -0.985878 0 1
8.7 0.568868 1.40828 -0.986823 -0 1
8.71 0.558995 1.41392 -0.98772 -0 1
8.72 0.549113 1.41946 -0.98857 0 1
8.73 0.539224 1.4249 -0.989376 0 1
8.74 0.529326 1.43024 -0.990138 0 1
8.75 0.519421 1.43548 -0.990859 -0 1
8.76 0.509509 1.44063 -0.99154 -0 1
8.77 0.49959 1.44568 -0.992183 0 1
8.78 0.489666 1.45062 -0.992788 0 1
8.79 0.479735 1.45547 -0.993357 -0 1
8.8 0.469799 1.46022 -0.993892 0 1
8.81 0.459857 1.46486 -0.994394 0 1
8.82 0.449911 1.46941 -0.994865 0 1
8.83 0.43996 1.47386 -0.995306 -0 1
8.84 0.430005 1.47821 -0.995717 0 1
8.85 0.420046 1.48246 -0.996101 0 1
8.86 0.410083 1.48661 -0.996459 -0 1
8.87 0.400117 1.49066 -0.996791 -0 1
8.88 0.390147 1.49462 -0.9971 0 1
8.89 0.380175 1.49847 -0.997385 0 1
8.9 0.370199 1.50222 -0.997649 -0 1
8.91 0.360222 1.50587 -0.997893 0 1
8.92 0.350242 1.50942 -0.998117 0 1
8.93 0.340259 1.51288 -0.998323 -0 1
8.94 0.330275 1.51623 -0.998512 0 1
8.95 0.320289 1.51948 -0.998684 -0 1
8.96 0.310302 1.52263 -0.99884 -0 1
8.97 0.300312 1.52569 -0.998983 0 1
8.98 0.290322 1.52864 -0.999112 -0 1
8.99 0.28033 1.53149 -0.999228 -0 1
9 0.270337 1.53425 -0.999332 -0 1
9.01 0.260344 1.5369 -0.999426 -0 1
9.02 0.250349 1.53945 -0.999509 -0 1
9.03 0.240354 1.54191 -0.999583 -0 1
9.04 0.230357 1.54426 -0.999648 -0 1
9.05 0.220361 1.54651 -0.999705 -0 1
9.06 0.210363 1.54867 -0.999755 0 1
9.07 0.200365 1.55072 -0.999799 0 1
9.08 0.190367 1.55268 -0.999836 -0 1
9.09 0.180369 1.55453 -0.999868 -0 1
9.1 0.17037 1.55628 -0.999895 -0 1
9.11 0.160371 1.55794 -0.999917 -0 1
9.12 0.150372 1.55949 -0.999936 0 1
9.13 0.140372 1.56094 -0.999951 0 1
9.14 0.130373 1.5623 -0.999964 -0 1
9.15 0.120373 1.56355 -0.999974 0 1
9.16 0.110373 1.56471 -0.999981 0 1
9.17 0.100373 1.56576 -0.999987 0 1
9.18 0.0903734 1.56671 -0.999992 0 1
9.19 0.0803735 1.56757 -0.999995 0 1
9.2 0.0703735 1.56832 -0.999997 -0 1
9.21 0.0603735 1.56897 -0.999998 0 1
9.22 0.0503736 1.56953 -0.999999 0 1
9.23 0.0403736 1.56998 -1 -0 1
9.24 0.0303736 1.57034 -1 0 1
9.25 0.0203736 1.57059 -1 -0 1
9.26 0.0103736 1.57074 -1 0 1
9.27 0.000373563 1.5708 -1 -0 1
9.28 -0.00962644 1.57075 -1 0 1
9.29 -0.0196264 1.5706 -1 0 1
9.3 -0.0296264 1.57036 -1 -0 1
9.31 -0.0396264 1.57001 -1 0 1
9.32 -0.0496264 1.56957 -0.999999 -0 1
9.33 -0.0596264 1.56902 -0.999998 0 1
9.34 -0.0696264 1.56837 -0.999997 0 1
9.35 -0.0796264 1.56763 -0.999995 0 1
9.36 -0.0896263 1.56678 -0.999992 0 1
9.37 -0.0996262 1.56583 -0.999988 -0 1
9.38 -0.109626 1.56479 -0.999982 0 1
9.39 -0.119626 1.56364 -0.999974 0 1
9.4 -0.129626 1.5624 -0.999965 -0 1
9.41 -0.139625 1.56105 -0.999952 -0 1
9.42 -0.149625 1.5596 -0.999937 0 1
9.43 -0.159624 1.55806 -0.999919 -0 1
9.44 -0.169623 1.55641 -0.999897 0 1
9.45 -0.179622 1.55466 -0.99987 -0 1
9.46 -0.18962 1.55282 -0.999838 -0 1
9.47 -0.199619 1.55087 -0.999802 0 1
9.48 -0.209616 1.54883 -0.999759 -0 1
9.49 -0.219614 1.54668 -0.999709 0 1
9.5 -0.22961 1.54443 -0.999653 0 1
9.51 -0.239607 1.54209 -0.999588 -0 1
9.52 -0.249602 1.53964 -0.999515 0 1
9.53 -0.259597 1.53709 -0.999432 0 1
9.54 -0.269591 1.53445 -0.99934 -0 1
9.55 -0.279584 1.5317 -0.999236 -0 1
9.56 -0.289575 1.52886 -0.999121 0 1
9.57 -0.299566 1.52591 -0.998993 -0 1
9.58 -0.309555 1.52287 -0.998852 -0 1
9.59 -0.319543 1.51972 -0.998696 -0 1
9.6 -0.329529 1.51648 -0.998525 0 1
9.61 -0.339514 1.51313 -0.998338 0 1
9.62 -0.349496 1.50968 -0.998133 0 1
9.63 -0.359476 1.50614 -0.997911 -0 1
9.64 -0.369454 1.5025 -0.997668 0 1
9.65 -0.379429 1.49875 -0.997406 0 1
9.66 -0.389402 1.49491 -0.997122 0 1
9.67 -0.399372 1.49096 -0.996815 -0 1
9.68 -0.409338 1.48692 -0.996484 0 1
9.69 -0.419301 1.48278 -0.996129 0 1
9.7 -0.429261 1.47853 -0.995747 -0 1
9.71 -0.439216 1.47419 -0.995337 0 1
9.72 -0.449167 1.46975 -0.994899 0 1
9.73 -0.459114 1.46521 -0.994431 -0 1
9.74 -0.469056 1.46057 -0.993931 0 1
9.75 -0.478993 1.45583 -0.993398 0 1
9.76 -0.488924 1.45099 -0.992831 -0 1
9.77 -0.498849 1.44605 -0.992229 0 1
9.78 -0.508768 1.44101 -0.99159 -0 1
9.79 -0.518681 1.43587 -0.990912 0 1
9.8 -0.528586 1.43064 -0.990194 -0 1
9.81 -0.538485 1.4253 -0.989434 -0 1
9.82 -0.548375 1.41987 -0.988632 0 1
9.83 -0.558257 1.41433 -0.987785 0 1
9.84 -0.56813 1.4087 -0.986891 0 1
9.85 -0.577995 1.40297 -0.98595 -0 1
9.86 -0.587849 1.39714 -0.98496 -0 1
9.87 -0.597694 1.39121 -0.983918 -0 1
9.88 -0.607527 1.38519 -0.982824 -0 1
9.89 -0.61735 1.37906 -0.981675 0 1
9.9 -0.627161 1.37284 -0.980471 0 1
9.91 -0.636959 1.36652 -0.979208 0 1
9.92 -0.646745 1.3601 -0.977886 0 1
9.93 -0.656517 1.35359 -0.976502 -0 1
9.94 -0.666275 1.34697 -0.975056 -0 1
9.95 -0.676018 1.34026 -0.973544 0 1
9.96 -0.685745 1.33345 -0.971966 0 1
9.97 -0.695457 1.32655 -0.970319 -0 1
9.98 -0.705151 1.31954 -0.968601 -0 1
9.99 -0.714828 1.31244 -0.966812 -0 1
10 -0.724487 1.30525 -0.964948 -0 1
10.01 -0.734127 1.29795 -0.963008 -0 1
10.02 -0.743747 1.29056 -0.960991 -0 1
10.03 -0.753347 1.28308 -0.958894 0 1
10.04 -0.762925 1.2755 -0.956715 0 1
10.05 -0.772481 1.26782 -0.954452 0 1
10.06 -0.782014 1.26005 -0.952105 -0 1
10.07 -0.791523 1.25218 -0.949669 -0 1
10.08 -0.801007 1.24422 -0.947145 -0 1
10.09 -0.810465 1.23616 -0.944529 -0 1
10.1 -0.819897 1.22801 -0.941821 -0 1
10.11 -0.829301 1.21976 -0.939017 0 1
10.12 -0.838677 1.21142 -0.936117 -0 1
10.13 -0.848023 1.20299 -0.933118 -0 1
10.14 -0.857339 1.19446 -0.930018 0 1
10.15 -0.866623 1.18584 -0.926815 0 1
10.16 -0.875875 1.17713 -0.923508 0 1
10.17 -0.885093 1.16832 -0.920095 -0 1
10.18 -0.894277 1.15943 -0.916574 0 1
10.19 -0.903424 1.15044 -0.912943 0 1
10.2 -0.912535 1.14136 -0.9092 0 1
10.21 -0.921608 1.13219 -0.905343 0 1
10.22 -0.930641 1.12293 -0.901372 -0 1
10.23 -0.939635 1.11357 -0.897283 0 1
10.24 -0.948587 1.10413 -0.893075 0 1
10.25 -0.957496 1.0946 -0.888746 0 1
10.26 -0.966361 1.08498 -0.884296 0 1
10.27 -0.975181 1.07528 -0.879722 0 1
10.28 -0.983955 1.06548 -0.875022 -0 1
10.29 -0.992681 1.0556 -0.870195 0 1
10.3 -1.00136 1.04563 -0.865239 -0 1
10.31 -1.00999 1.03557 -0.860153 0 1
10.32 -1.01856 1.02543 -0.854936 -0 1
10.33 -1.02708 1.0152 -0.849586 0 1
10.34 -1.03555 1.00489 -0.844101 0 1
10.35 -1.04397 0.994488 -0.83848 -0 1
10.36 -1.05232 0.984007 -0.832723 -0 1
10.37 -1.06062 0.973442 -0.826827 -0 1
10.38 -1.06886 0.962795 -0.820791 0 1
10.39 -1.07703 0.952065 -0.814615 -0 1
10.4 -1.08515 0.941254 -0.808297 -0 1
10.41 -1.0932 0.930362 -0.801837 -0 1
10.42 -1.10119 0.91939 -0.795232 0 1
10.43 -1.1091 0.908339 -0.788483 -0 1
10.44 -1.11696 0.897209 -0.781589 0 1
10.45 -1.12474 0.886 -0.774548 0 1
10.46 -1.13245 0.874714 -0.76736 0 1
10.47 -1.14008 0.863351 -0.760025 -0 1
10.48 -1.14765 0.851913 -0.752541 0 1
10.49 -1.15513 0.840399 -0.744909 0 1
10.5 -1.16254 0.82881 -0.737128 -0 1
10.51 -1.16987 0.817148 -0.729197 0 1
10.52 -1.17713 0.805413 -0.721117 -0 1
10.53 -1.1843 0.793606 -0.712887 -0 1
10.54 -1.19138 0.781727 -0.704506 -0 1
10.55 -1.19839 0.769778 -0.695976 0 1
10.56 -1.2053 0.75776 -0.687296 0 1
10.57 -1.21213 0.745673 -0.678466 0 1
10.58 -1.21887 0.733518 -0.669487 0 1
10.59 -1.22552 0.721295 -0.660358 -0 1
10.6 -1.23208 0.709007 -0.651081 0 1
10.61 -1.23854 0.696654 -0.641655 0 1
10.62 -1.24491 0.684237 -0.632082 0 1
10.63 -1.25118 0.671756 -0.622362 -0 1
10.64 -1.25736 0.659214 -0.612495 -0 1
10.65 -1.26343 0.64661 -0.602484 -0 1
10.66 -1.26941 0.633945 -0.592328 -0 1
10.67 -1.27528 0.621222 -0.582029 -0 1
10.68 -1.28105 0.60844 -0.571588 0 1
10.69 -1.28671 0.595601 -0.561006 0 1
10.7 -1.29227 0.582706 -0.550286 -0 1
10.71 -1.29772 0.569756 -0.539427 0 1
10.72 -1.30305 0.556752 -0.528432 0 1
10.73 -1.30828 0.543695 -0.517302 -0 1
10.74 -1.3134 0.530587 -0.50604 0 1
10.75 -1.3184 0.517428 -0.494646 0 1
10.76 -1.32329 0.504219 -0.483124 0 1
10.77 -1.32807 0.490962 -0.471475 -0 1
10.78 -1.33272 0.477658 -0.459701 0 1
10.79 -1.33726 0.464308 -0.447804 -0 1
10.8 -1.34168 0.450913 -0.435788 -0 1
10.81 -1.34597 0.437475 -0.423654 -0 1
10.82 -1.35015 0.423994 -0.411404 -0 1
10.83 -1.3542 0.410472 -0.399043 0 1
10.84 -1.35813 0.396911 -0.386571 -0 1
10.85 -1.36193 0.38331 -0.373993 0 1
10.86 -1.36561 0.369672 -0.36131 0 1
10.87 -1.36916 0.355999 -0.348526 0 1
10.88 -1.37258 0.34229 -0.335645 -0 1
10.89 -1.37587 0.328547 -0.322668 -0 1
10.9 -1.37903 0.314773 -0.3096 -0 1
10.91 -1.38206 0.300967 -0.296444 0 1
10.92 -1.38496 0.287132 -0.283203 -0 1
10.93 -1.38773 0.273268 -0.26988 0 1
10.94 -1.39036 0.259378 -0.256479 0 1
10.95 -1.39286 0.245462 -0.243004 0 1
10.96 -1.39522 0.231521 -0.229458 0 1
10.97 -1.39745 0.217558 -0.215845 0 1
10.98 -1.39954 0.203573 -0.202169 -0 1
10.99 -1.40149 0.189567 -0.188434 -0 1
11 -1.4033 0.175543 -0.174643 -0 1
11.01 -1.40498 0.161502 -0.160801 0 1
11.02 -1.40652 0.147444 -0.14691 -0 1
11.03 -1.40792 0.133372 -0.132977 0 1
11.04 -1.40918 0.119286 -0.119003 -0 1
11.05 -1.4103 0.105189 -0.104995 0 1
11.06 -1.41128 0.0910806 -0.0909547 0 1
11.07 -1.41212 0.0769635 -0.0768875 -0 1
11.08 -1.41282 0.0628387 -0.0627973 -0 1
11.09 -1.41337 0.0487076 -0.0486883 0 1
11.1 -1.41379 0.0345716 -0.0345648 0 1
11.11 -1.41407 0.0204322 -0.0204308 -0 1
11.12 -1.4142 0.00629079 -0.00629075 0 1
11.13 -1.41419 -0.00785128 0.0078512 0 1
