#t U_0 U_1 U_2 U_3 U_4 U_5 U_6 U_7 U_8 U_9 U_10 U_11 U_12 U_13 U_14 U_15 U_16 U_17 U_18 U_19 U_20 U_21 U_22 U_23 U_24 U_25 U_26 U_27 U_28 U_29 U_30 U_31 U_32 U_33 U_34 U_35 U_36 U_37 U_38 U_39 U_40 U_41 U_42 U_43 U_44 U_45 U_46 U_47 U_48 U_49 U_50 U_51 U_52 U_53 U_54 U_55 U_56 U_57 U_58 U_59 U_60 U_61 U_62 U_63 U_64 U_65 U_66 U_67 U_68 U_69 U_70 U_71 U_72 U_73 U_74 U_75 U_76 U_77 U_78 U_79 U_80 U_81 U_82 U_83 U_84 U_85 U_86 U_87 U_88 U_89 U_90 U_91 U_92 U_93 U_94 U_95 U_96 U_97 U_98 U_99 U_100 U_101 U_102 U_103 U_104 U_105 U_106 U_107 U_108 U_109 U_110 U_111 U_112 U_113 U_114 U_115 U_116 U_117 U_118 U_119 U_120 U_121 U_122 U_123 U_124 U_125 U_126 U_127
3532 0.400509 0.399846 0.399657 0.399632 0.399919 0.399527 0.399692 0.40067 0.400708 0.400249 0.40065 0.399653 0.400536 0.399935 0.400044 0.400607 0.4009 0.399858 0.400205 0.400272 0.400535 0.399955 0.400072 0.400105 0.40061 0.400632 0.400448 0.400303 0.399543 0.399934 0.399811 0.399731 0.401154 0.39987 0.400953 0.398681 0.399346 0.399987 0.400323 0.400225 0.400499 0.400283 0.399586 0.400295 0.400983 0.399582 0.399017 0.399588 0.40036 0.400447 0.399947 0.399291 0.399931 0.39995 0.400432 0.399976 0.399474 0.399919 0.39919 0.399114 0.39979 0.39961 0.399736 0.399236 0.399915 0.400086 0.400251 0.400438 0.40068 0.400179 0.400107 0.398962 0.399882 0.400358 0.400646 0.398593 0.399385 0.400374 0.400072 0.400195 0.400522 0.399715 0.400065 0.399508 0.399641 0.400027 0.400145 0.399542 0.400193 0.400189 0.39949 0.400562 0.400249 0.399665 0.400561 0.399773 0.399991 0.400076 0.399847 0.400251 0.400515 0.398919 0.399552 0.399775 0.399827 0.399201 0.400366 0.400363 0.400369 0.399915 0.399689 0.400011 0.399806 0.400688 0.400084 0.399615 0.40025 0.400548 0.399967 0.400556 0.39995 0.399701 0.400249 0.400409 0.399421 0.399713 0.399552 0.400334
3536 0.399644 0.399318 0.400534 0.399867 0.399815 0.399839 0.400064 0.400358 0.400152 0.400366 0.401041 0.399976 0.39989 0.400081 0.400353 0.400709 0.400587 0.399717 0.400451 0.39961 0.399952 0.400353 0.400221 0.399912 0.400272 0.400507 0.399998 0.400607 0.399891 0.400063 0.400268 0.400279 0.399776 0.399057 0.39934 0.400126 0.400102 0.400453 0.400077 0.400079 0.400459 0.400554 0.400462 0.399538 0.400186 0.400118 0.400041 0.40063 0.399648 0.399277 0.400268 0.399886 0.400186 0.399972 0.399107 0.400544 0.400094 0.399948 0.399665 0.399129 0.399112 0.399437 0.399875 0.400104 0.400009 0.400002 0.400004 0.400134 0.400166 0.400458 0.400186 0.399943 0.400029 0.400124 0.399767 0.39889 0.400313 0.400004 0.400315 0.400105 0.400313 0.399801 0.399795 0.400017 0.399813 0.399378 0.399699 0.400171 0.400579 0.400309 0.400296 0.399556 0.400084 0.398787 0.399951 0.400067 0.40043 0.399931 0.40061 0.400296 0.399745 0.400149 0.399772 0.399435 0.399153 0.400382 0.399758 0.399177 0.399745 0.399857 0.400402 0.399782 0.400091 0.40045 0.400736 0.399183 0.400524 0.400769 0.400277 0.400492 0.400153 0.399521 0.399219 0.40017 0.399461 0.400151 0.399959 0.400208
3540 0.400236 0.399844 0.399211 0.399959 0.401085 0.400206 0.400007 0.400434 0.400439 0.399605 0.400284 0.400467 0.400315 0.400373 0.400096 0.40039 0.399409 0.401134 0.400259 0.399154 0.399189 0.400604 0.400152 0.399743 0.400277 0.399664 0.400265 0.399556 0.401373 0.400109 0.399725 0.400013 0.400248 0.399275 0.399824 0.399626 0.399818 0.400041 0.40033 0.400506 0.400801 0.400098 0.400559 0.400957 0.400258 0.399117 0.399112 0.399718 0.401013 0.40066 0.400723 0.399482 0.39903 0.400499 0.399969 0.400401 0.399787 0.399133 0.399635 0.400419 0.39973 0.399891 0.399096 0.399824 0.399819 0.399903 0.400158 0.400191 0.400051 0.400329 0.399956 0.40012 0.399846 0.399951 0.400151 0.400428 0.400072 0.399813 0.400057 0.399459 0.399652 0.399847 0.400726 0.400007 0.400681 0.399996 0.399983 0.399781 0.399902 0.399688 0.399787 0.399245 0.400101 0.400317 0.399762 0.399435 0.400377 0.399818 0.399886 0.400285 0.400695 0.400019 0.4007 0.399593 0.399129 0.399776 0.399387 0.399446 0.399513 0.39929 0.399806 0.400179 0.400065 0.40043 0.400588 0.400393 0.40027 0.400419 0.400312 0.399971 0.399698 0.399429 0.400433 0.399583 0.399731 0.399619 0.400278 0.399507
3544 0.399406 0.400085 0.400063 0.400717 0.400339 0.399837 0.400097 0.400283 0.401013 0.400299 0.400154 0.400118 0.399496 0.40043 0.400136 0.399703 0.400567 0.399744 0.400092 0.399946 0.399792 0.399227 0.399533 0.399835 0.400108 0.400057 0.400334 0.399212 0.400293 0.400473 0.39973 0.400591 0.400419 0.400099 0.398977 0.400686 0.399863 0.399967 0.400359 0.399692 0.400468 0.400902 0.399771 0.400686 0.399995 0.400271 0.400071 0.400561 0.399197 0.400423 0.399913 0.400067 0.400256 0.400626 0.39998 0.399765 0.400637 0.39982 0.400463 0.399017 0.399635 0.39918 0.4003 0.399644 0.399898 0.400462 0.399749 0.399685 0.399704 0.400032 0.400616 0.399939 0.400156 0.399939 0.400042 0.399713 0.400413 0.400075 0.399857 0.399962 0.400075 0.400218 0.400482 0.400534 0.399918 0.40004 0.400208 0.400423 0.39913 0.399798 0.399516 0.399487 0.400148 0.399618 0.399619 0.400479 0.399879 0.400215 0.400285 0.399929 0.399472 0.400262 0.400111 0.399987 0.399841 0.400123 0.399328 0.399643 0.399185 0.399932 0.399235 0.399928 0.400081 0.399989 0.399866 0.400318 0.400812 0.399888 0.399903 0.40043 0.400168 0.400453 0.399061 0.39873 0.399916 0.400163 0.400216 0.400293
3548 0.400061 0.400273 0.399917 0.40057 0.400545 0.401111 0.400953 0.399893 0.399379 0.400328 0.399696 0.400472 0.40023 0.400231 0.399464 0.399618 0.400671 0.399784 0.398712 0.399672 0.400445 0.399819 0.39977 0.399961 0.398892 0.399567 0.400095 0.400149 0.399808 0.400202 0.400722 0.400201 0.399679 0.400207 0.400228 0.400672 0.400219 0.399915 0.400573 0.398942 0.400545 0.400502 0.399398 0.400338 0.401497 0.399928 0.400008 0.400315 0.399911 0.399987 0.400026 0.399715 0.400227 0.4005 0.401163 0.400839 0.400275 0.39967 0.399323 0.399177 0.400169 0.399911 0.400446 0.399142 0.399954 0.399644 0.400092 0.400172 0.399652 0.399693 0.400549 0.400324 0.400162 0.399498 0.399626 0.3998 0.399914 0.400363 0.400219 0.400945 0.400839 0.400038 0.400165 0.400182 0.399751 0.399902 0.400225 0.399982 0.400237 0.399958 0.399888 0.398754 0.399678 0.400759 0.399547 0.400089 0.400276 0.399601 0.399842 0.399704 0.400252 0.400032 0.399518 0.399518 0.399868 0.400241 0.399792 0.399915 0.400467 0.399332 0.399627 0.399414 0.400092 0.399328 0.399758 0.40015 0.40009 0.399798 0.400429 0.399515 0.4 0.399985 0.399975 0.39921 0.399717 0.400575 0.399936 0.399788
3552 0.3999 0.399997 0.400817 0.40055 0.401478 0.399731 0.400782 0.40015 0.400659 0.400361 0.399395 0.398917 0.400279 0.400179 0.400165 0.399468 0.399415 0.399614 0.399824 0.399657 0.399506 0.399373 0.399988 0.400173 0.400393 0.3991 0.399855 0.399625 0.399978 0.399455 0.40018 0.400113 0.401083 0.40028 0.400459 0.400295 0.399555 0.399976 0.40053 0.400513 0.400247 0.399693 0.400057 0.400381 0.400367 0.399552 0.400486 0.400101 0.400424 0.400442 0.400045 0.40053 0.400627 0.40066 0.400254 0.39923 0.39998 0.400176 0.400828 0.399997 0.399944 0.400157 0.399207 0.400615 0.399785 0.399064 0.399994 0.399376 0.400694 0.39975 0.40037 0.399718 0.400418 0.399739 0.40005 0.399739 0.400126 0.400114 0.399983 0.400983 0.39995 0.400149 0.400673 0.400944 0.399412 0.400373 0.400042 0.399461 0.400223 0.399914 0.39996 0.399759 0.400634 0.39977 0.39968 0.399978 0.399872 0.400231 0.399459 0.39904 0.399341 0.400028 0.400352 0.400247 0.4004 0.398807 0.399526 0.400142 0.4007 0.399637 0.400025 0.399539 0.400414 0.399392 0.399341 0.400152 0.398785 0.399468 0.399932 0.399956 0.399625 0.399642 0.399624 0.400577 0.400094 0.400241 0.400534 0.39928
3556 0.400246 0.400202 0.400437 0.399961 0.399969 0.400776 0.40081 0.400188 0.400576 0.400301 0.40031 0.399399 0.399685 0.399216 0.399379 0.399551 0.399899 0.399135 0.399212 0.39987 0.400075 0.400357 0.399519 0.399627 0.400474 0.399715 0.399997 0.399821 0.399585 0.399314 0.399943 0.400014 0.400595 0.400435 0.399676 0.400731 0.400633 0.400081 0.399933 0.399665 0.400447 0.400045 0.400557 0.400557 0.399696 0.400087 0.400267 0.400249 0.400506 0.401022 0.400092 0.400464 0.400517 0.399965 0.399968 0.399893 0.400089 0.399462 0.400773 0.400533 0.400623 0.400505 0.399597 0.399027 0.399898 0.400518 0.400375 0.399459 0.399527 0.399257 0.399739 0.400868 0.400974 0.400043 0.400098 0.400187 0.399988 0.399403 0.399377 0.40034 0.400842 0.400164 0.400293 0.400703 0.40015 0.400528 0.39966 0.399898 0.400342 0.399755 0.400743 0.400079 0.399476 0.399827 0.400004 0.400284 0.399486 0.40002 0.398906 0.400376 0.399522 0.400205 0.39908 0.400218 0.4001 0.399302 0.399948 0.400213 0.399249 0.400351 0.399788 0.399921 0.400323 0.399786 0.399688 0.399011 0.399769 0.399175 0.399577 0.398816 0.39998 0.399836 0.400483 0.399718 0.399253 0.400484 0.401001 0.400365
3560 0.400398 0.400663 0.400329 0.399861 0.39978 0.40018 0.400341 0.400526 0.400621 0.400298 0.399197 0.400126 0.400325 0.400251 0.398847 0.397862 0.399432 0.399779 0.40014 0.40031 0.399233 0.400222 0.400241 0.399896 0.399549 0.400026 0.400015 0.399574 0.39995 0.400554 0.399315 0.398524 0.400879 0.400154 0.400007 0.401206 0.399472 0.400105 0.399902 0.400246 0.40029 0.400308 0.400095 0.400669 0.400248 0.400473 0.400905 0.400214 0.400133 0.400471 0.400605 0.399886 0.400428 0.399387 0.400905 0.400359 0.39951 0.400218 0.400068 0.400155 0.399501 0.400379 0.400652 0.400581 0.400403 0.400252 0.399734 0.399076 0.400122 0.400108 0.40025 0.399836 0.400007 0.400334 0.400199 0.400064 0.400183 0.400571 0.399833 0.399678 0.39993 0.400243 0.399815 0.400472 0.400805 0.399513 0.400535 0.400471 0.400418 0.400248 0.399731 0.400498 0.400006 0.399942 0.399509 0.40008 0.399815 0.399559 0.399877 0.399309 0.40046 0.39947 0.400051 0.399588 0.400308 0.399553 0.399284 0.399455 0.399747 0.400392 0.400402 0.399578 0.399207 0.399223 0.400081 0.400321 0.39931 0.399579 0.399705 0.398688 0.399704 0.399222 0.399583 0.400517 0.40021 0.400619 0.400702 0.399842
3564 0.400687 0.399941 0.400203 0.400273 0.399943 0.400003 0.39979 0.40038 0.40011 0.399441 0.400027 0.39994 0.399602 0.399707 0.399724 0.399833 0.399494 0.400099 0.399936 0.399751 0.399208 0.399568 0.400141 0.400399 0.399842 0.399735 0.399719 0.400177 0.399706 0.3998 0.400255 0.399808 0.399604 0.399701 0.399965 0.399694 0.399863 0.399839 0.399995 0.401036 0.401036 0.40044 0.400564 0.399813 0.400282 0.400585 0.400758 0.399727 0.400287 0.400522 0.401408 0.400173 0.399613 0.399799 0.400675 0.399938 0.399589 0.400192 0.400204 0.399648 0.399658 0.400605 0.400532 0.401109 0.399605 0.400154 0.401308 0.400641 0.399783 0.399826 0.399139 0.399916 0.399653 0.400981 0.399881 0.399754 0.400304 0.400371 0.400081 0.400802 0.39967 0.399872 0.399367 0.400134 0.400856 0.400471 0.399847 0.400086 0.400551 0.40081 0.399649 0.399827 0.400014 0.400624 0.400783 0.399627 0.399422 0.400049 0.399476 0.399779 0.399292 0.400211 0.399678 0.399186 0.40077 0.400684 0.399442 0.399135 0.399313 0.3987 0.400268 0.399303 0.400149 0.399862 0.400014 0.399541 0.399009 0.399605 0.399409 0.399689 0.399764 0.399804 0.400113 0.400263 0.399591 0.399685 0.400331 0.400978
3568 0.400443 0.399621 0.400794 0.399776 0.400517 0.4 0.399745 0.399912 0.399328 0.398768 0.399963 0.399859 0.400543 0.399719 0.399776 0.400022 0.400147 0.400389 0.39925 0.400151 0.399818 0.399973 0.399691 0.399058 0.399424 0.40036 0.400426 0.400386 0.399552 0.399673 0.399839 0.40033 0.399211 0.399654 0.399419 0.399707 0.399892 0.39987 0.401204 0.400791 0.40068 0.400364 0.400446 0.400263 0.400233 0.399882 0.400311 0.400612 0.400499 0.400632 0.400071 0.400479 0.400258 0.400071 0.399582 0.39997 0.400291 0.40045 0.399475 0.400406 0.399994 0.400118 0.39981 0.401034 0.400551 0.40109 0.400587 0.400488 0.400198 0.399282 0.399954 0.399908 0.399747 0.399541 0.400766 0.400843 0.399609 0.399792 0.400122 0.400169 0.40019 0.400051 0.400438 0.400412 0.400242 0.399245 0.400504 0.400061 0.40008 0.399941 0.401161 0.400596 0.400192 0.398781 0.400498 0.400487 0.400171 0.400092 0.399799 0.39965 0.399643 0.399351 0.39961 0.400176 0.399961 0.399714 0.399691 0.399785 0.399953 0.399248 0.399633 0.398503 0.40005 0.398797 0.400092 0.399504 0.39981 0.399395 0.399473 0.400195 0.400127 0.400073 0.399424 0.399995 0.399814 0.400314 0.399843 0.400654
3572 0.399788 0.399692 0.400144 0.399806 0.400633 0.400345 0.399459 0.400062 0.398786 0.399353 0.399802 0.40011 0.399987 0.40047 0.399498 0.400137 0.400034 0.399244 0.400349 0.400894 0.399457 0.399363 0.399946 0.399992 0.400194 0.399322 0.400054 0.399411 0.40006 0.400297 0.398681 0.399756 0.400725 0.400367 0.399044 0.400082 0.399994 0.399742 0.400938 0.400727 0.400133 0.400409 0.400056 0.399736 0.400887 0.400046 0.40049 0.400444 0.400738 0.400257 0.399587 0.399914 0.400551 0.399325 0.400184 0.400279 0.400299 0.401423 0.399953 0.400355 0.399962 0.399897 0.400959 0.400391 0.400854 0.400076 0.399563 0.400608 0.400694 0.399863 0.399951 0.399519 0.399414 0.400767 0.400839 0.40059 0.399499 0.399769 0.400249 0.400043 0.399845 0.400378 0.39972 0.400217 0.400454 0.400382 0.400501 0.4006 0.40027 0.400038 0.399337 0.400189 0.400283 0.399577 0.400173 0.400164 0.400947 0.400042 0.399295 0.399787 0.40008 0.40026 0.400028 0.399548 0.399116 0.399371 0.399971 0.400497 0.399376 0.399961 0.399073 0.399769 0.398903 0.398736 0.399332 0.39934 0.399851 0.400616 0.399185 0.40045 0.399524 0.399109 0.39978 0.400819 0.400087 0.400047 0.400275 0.400374
3576 0.399658 0.400582 0.400171 0.399914 0.399801 0.400011 0.400009 0.39988 0.39989 0.400161 0.399236 0.399339 0.400062 0.400183 0.399758 0.399993 0.399715 0.399691 0.400592 0.399826 0.400377 0.40066 0.399008 0.399902 0.399819 0.399588 0.399534 0.399769 0.399714 0.399523 0.4002 0.399517 0.400641 0.40018 0.400661 0.399912 0.399837 0.400078 0.399505 0.400237 0.400153 0.400403 0.400518 0.400448 0.399968 0.400447 0.399606 0.400542 0.400439 0.399982 0.400362 0.399432 0.400149 0.399909 0.400517 0.39946 0.400642 0.401232 0.400606 0.400985 0.400586 0.400449 0.400471 0.400625 0.400217 0.400336 0.399496 0.400016 0.399688 0.399952 0.4003 0.399671 0.400291 0.400616 0.40042 0.400248 0.400602 0.39942 0.399986 0.399581 0.400407 0.399379 0.399626 0.401411 0.401039 0.400276 0.4003 0.400162 0.400289 0.400149 0.399357 0.399982 0.399674 0.400179 0.400049 0.400366 0.400903 0.399594 0.399298 0.400066 0.399918 0.400018 0.400652 0.399916 0.399824 0.400104 0.398995 0.399522 0.399672 0.399676 0.39937 0.399048 0.399173 0.400011 0.399472 0.3992 0.399538 0.399239 0.399941 0.399189 0.399645 0.400804 0.40078 0.399366 0.399935 0.399717 0.399518 0.400337
3580 0.399867 0.400626 0.399637 0.399682 0.400392 0.401175 0.400952 0.398617 0.399327 0.399846 0.399807 0.400009 0.400033 0.400075 0.399185 0.400178 0.399093 0.400541 0.400906 0.399662 0.399996 0.399969 0.399485 0.399736 0.399984 0.399196 0.399018 0.40036 0.40011 0.40088 0.400177 0.400393 0.399567 0.400026 0.400431 0.399202 0.399475 0.400477 0.401065 0.400247 0.399303 0.399559 0.400727 0.400347 0.399766 0.400838 0.399977 0.399343 0.399982 0.399954 0.40029 0.400331 0.401026 0.399719 0.399893 0.39994 0.400554 0.401119 0.4001 0.400662 0.401268 0.401658 0.399905 0.400749 0.400167 0.400479 0.399501 0.399869 0.399695 0.399721 0.40013 0.400649 0.399664 0.399723 0.399993 0.400595 0.40003 0.400242 0.399805 0.399781 0.399798 0.401229 0.400433 0.400398 0.40072 0.400318 0.400256 0.399639 0.399465 0.39987 0.400766 0.400731 0.399729 0.399554 0.400101 0.399916 0.399519 0.400551 0.399992 0.399926 0.399999 0.400609 0.399513 0.400137 0.399904 0.400162 0.400102 0.39914 0.39936 0.399713 0.399563 0.399435 0.398928 0.399618 0.398944 0.399409 0.399972 0.399414 0.399708 0.399681 0.399516 0.400411 0.399726 0.399371 0.399872 0.400111 0.399988 0.399314
3584 0.399922 0.400355 0.400096 0.40019 0.399543 0.399921 0.400029 0.400776 0.399866 0.400436 0.399437 0.398993 0.399425 0.400303 0.400342 0.400559 0.399459 0.400267 0.399483 0.399597 0.399736 0.399991 0.399813 0.399232 0.399907 0.399834 0.400078 0.40047 0.400234 0.400238 0.400143 0.401228 0.39985 0.399501 0.399672 0.399999 0.400182 0.399423 0.400525 0.40037 0.400131 0.399826 0.400282 0.399383 0.399448 0.400352 0.400528 0.399967 0.400047 0.400356 0.399863 0.399848 0.400628 0.400649 0.400399 0.400381 0.400129 0.400376 0.400214 0.400958 0.400518 0.400614 0.400293 0.400766 0.40089 0.400809 0.400331 0.399804 0.401079 0.399447 0.398783 0.399487 0.400058 0.400058 0.400357 0.399102 0.399517 0.400404 0.400287 0.400912 0.400412 0.400607 0.401011 0.399971 0.399738 0.400739 0.39953 0.40015 0.399879 0.400858 0.399779 0.399871 0.399638 0.40128 0.399245 0.399727 0.399812 0.400608 0.400614 0.4004 0.399341 0.399278 0.399851 0.400347 0.40046 0.399742 0.39944 0.399923 0.399886 0.399812 0.399398 0.398897 0.399575 0.39943 0.398867 0.399356 0.399697 0.399732 0.399941 0.399664 0.399319 0.400226 0.39914 0.399695 0.399287 0.399152 0.400436 0.400525
3588 0.40067 0.399803 0.39949 0.40083 0.400012 0.39913 0.399745 0.400048 0.400458 0.400207 0.400215 0.400057 0.400496 0.399442 0.399311 0.399653 0.400425 0.400133 0.399532 0.399684 0.399299 0.399833 0.399473 0.400041 0.400449 0.399802 0.399971 0.400212 0.400242 0.400587 0.400476 0.400113 0.400303 0.399468 0.399935 0.400353 0.400914 0.400199 0.399743 0.398745 0.399439 0.400342 0.400068 0.399706 0.400357 0.399895 0.400607 0.399525 0.400642 0.400052 0.400267 0.400986 0.399972 0.399356 0.400628 0.400874 0.40046 0.400643 0.400073 0.400068 0.399879 0.4001 0.401113 0.399656 0.401748 0.400981 0.400766 0.400066 0.400417 0.400244 0.399504 0.400042 0.39938 0.398773 0.399344 0.399876 0.40093 0.399835 0.399708 0.400947 0.400286 0.400113 0.400811 0.400451 0.400068 0.400017 0.400636 0.400478 0.400017 0.399691 0.400131 0.39998 0.399542 0.400163 0.400325 0.40048 0.400125 0.400593 0.40001 0.399231 0.400483 0.400122 0.399536 0.399752 0.399907 0.400146 0.39994 0.39931 0.398915 0.399985 0.399551 0.399909 0.399222 0.399751 0.399204 0.399779 0.399391 0.399131 0.399218 0.399731 0.400068 0.399319 0.399007 0.399374 0.400837 0.400124 0.399528 0.399842
3592 0.400406 0.400152 0.399053 0.399899 0.399759 0.400057 0.400019 0.400277 0.400388 0.400586 0.399731 0.399613 0.400179 0.40013 0.400293 0.399088 0.399818 0.399801 0.400024 0.399458 0.400164 0.399841 0.399689 0.399789 0.399834 0.400073 0.400154 0.400397 0.399863 0.400102 0.400488 0.400053 0.400184 0.400539 0.400718 0.399556 0.400305 0.399951 0.399687 0.399824 0.399562 0.399719 0.399306 0.399989 0.400374 0.400527 0.400354 0.400179 0.40066 0.400192 0.399588 0.400615 0.400485 0.400452 0.400603 0.400232 0.400226 0.399862 0.399615 0.400469 0.39969 0.400531 0.401016 0.400884 0.400317 0.400572 0.399775 0.400714 0.401288 0.400058 0.399704 0.400472 0.399768 0.398757 0.399796 0.399276 0.400238 0.400648 0.400083 0.39989 0.399389 0.399868 0.400967 0.400781 0.400449 0.399789 0.400176 0.400572 0.399961 0.399993 0.400585 0.400128 0.40048 0.399687 0.399919 0.400456 0.40022 0.399754 0.400377 0.399784 0.400398 0.39982 0.40019 0.400347 0.399323 0.399111 0.400211 0.399118 0.399202 0.400058 0.398761 0.399631 0.399621 0.400246 0.399693 0.399251 0.399411 0.399259 0.399275 0.399842 0.399022 0.399678 0.400091 0.399944 0.400249 0.400021 0.399727 0.39973
3596 0.399312 0.39942 0.399903 0.399823 0.400203 0.400119 0.400936 0.399837 0.400272 0.400181 0.39909 0.400551 0.399343 0.400017 0.399637 0.399719 0.400376 0.400254 0.4005 0.399574 0.399958 0.399228 0.39973 0.400021 0.40015 0.399875 0.40019 0.40012 0.400253 0.399508 0.400294 0.400323 0.400191 0.400748 0.399395 0.400396 0.400165 0.399815 0.399663 0.399622 0.400511 0.399587 0.399934 0.400029 0.400626 0.400126 0.399615 0.400191 0.400969 0.400506 0.400176 0.400675 0.400484 0.400059 0.399561 0.400708 0.399485 0.399781 0.400386 0.400639 0.400202 0.400061 0.400278 0.400619 0.400948 0.400093 0.400549 0.398973 0.401048 0.40085 0.401047 0.39904 0.399926 0.399599 0.400333 0.399846 0.400204 0.399337 0.400088 0.400201 0.399961 0.399944 0.399591 0.399756 0.400249 0.400317 0.400368 0.400252 0.400444 0.40011 0.400913 0.400448 0.39988 0.400434 0.400041 0.400782 0.399458 0.399169 0.400407 0.400646 0.400581 0.400101 0.398821 0.399776 0.400372 0.399888 0.399354 0.399409 0.398809 0.399952 0.399577 0.39915 0.399421 0.399603 0.399568 0.399162 0.399705 0.39925 0.399494 0.40043 0.399964 0.400326 0.399973 0.39957 0.399309 0.399999 0.400639 0.39962
3600 0.400064 0.401018 0.399093 0.400183 0.400391 0.400882 0.400245 0.39971 0.399779 0.399748 0.400028 0.399785 0.399764 0.399717 0.399745 0.400529 0.400237 0.399631 0.39977 0.400364 0.400286 0.399759 0.39975 0.400211 0.400085 0.399979 0.399714 0.399616 0.400301 0.400185 0.400261 0.400094 0.39966 0.399552 0.400479 0.399524 0.400934 0.39968 0.399804 0.399921 0.400267 0.400207 0.399788 0.400413 0.399822 0.400938 0.399859 0.400189 0.400692 0.400393 0.400953 0.399932 0.400113 0.400082 0.399576 0.400306 0.399987 0.400433 0.400011 0.399727 0.400148 0.400535 0.40109 0.400343 0.399757 0.400032 0.400335 0.400476 0.400756 0.399826 0.399763 0.40021 0.399989 0.400541 0.399396 0.399807 0.400671 0.400935 0.399977 0.398921 0.399735 0.399798 0.3998 0.399433 0.400183 0.399843 0.400072 0.400472 0.400407 0.400814 0.400549 0.400308 0.4003 0.400727 0.399658 0.400014 0.400618 0.400036 0.400115 0.399744 0.399745 0.4004 0.399787 0.399973 0.398868 0.399735 0.399455 0.400229 0.399527 0.399527 0.399812 0.398806 0.399016 0.399593 0.399403 0.399249 0.399731 0.400224 0.399763 0.400221 0.399364 0.400246 0.401227 0.399614 0.399398 0.400362 0.398912 0.398513
3604 0.399387 0.399417 0.400296 0.400666 0.400428 0.400418 0.399486 0.400537 0.399894 0.399507 0.399626 0.39994 0.400214 0.399729 0.400154 0.399912 0.399958 0.399981 0.399527 0.399944 0.400033 0.399998 0.400582 0.400113 0.400549 0.399993 0.3999 0.400362 0.399053 0.399775 0.400315 0.400185 0.400279 0.399555 0.399699 0.400046 0.399928 0.399974 0.399748 0.399956 0.400735 0.399524 0.400692 0.400096 0.399951 0.40066 0.401104 0.400444 0.400198 0.399935 0.400618 0.399417 0.400007 0.401067 0.399715 0.399688 0.400649 0.400115 0.399567 0.400113 0.400478 0.399949 0.400359 0.400813 0.400632 0.400014 0.399966 0.40021 0.399414 0.399939 0.400118 0.400522 0.399678 0.400462 0.400379 0.40015 0.400228 0.399543 0.39926 0.400221 0.400437 0.400038 0.399149 0.400086 0.400288 0.399595 0.399642 0.399916 0.400227 0.400323 0.401337 0.400396 0.400069 0.400399 0.400009 0.400402 0.400202 0.39961 0.400953 0.399768 0.400149 0.399929 0.39852 0.399739 0.400093 0.399522 0.399813 0.400126 0.399599 0.398981 0.399217 0.400072 0.399396 0.399538 0.400366 0.399556 0.399069 0.399818 0.399475 0.40052 0.400463 0.399188 0.400259 0.399624 0.399915 0.400427 0.399468 0.399614
3608 0.400505 0.399718 0.39965 0.400187 0.400221 0.400448 0.399783 0.400206 0.399889 0.400809 0.399482 0.39896 0.400202 0.399786 0.400078 0.400203 0.40001 0.39953 0.400407 0.399596 0.3999 0.399641 0.400795 0.399605 0.400596 0.400056 0.400051 0.400926 0.400313 0.399737 0.400006 0.399499 0.399432 0.40027 0.399813 0.400122 0.399246 0.400082 0.399443 0.399834 0.400456 0.400357 0.400851 0.39991 0.400503 0.400681 0.400523 0.399622 0.400751 0.400194 0.400499 0.399736 0.400498 0.400058 0.399881 0.399696 0.400185 0.400568 0.400392 0.400137 0.400294 0.399981 0.400496 0.399867 0.399772 0.400193 0.400541 0.400598 0.399108 0.399899 0.400118 0.400305 0.400451 0.400232 0.400097 0.399058 0.399735 0.399721 0.400456 0.399994 0.399169 0.399638 0.400362 0.401228 0.400487 0.39992 0.399591 0.399779 0.399974 0.399806 0.399816 0.400553 0.399944 0.401156 0.400403 0.399495 0.400618 0.399926 0.399371 0.399948 0.400051 0.399923 0.40042 0.39955 0.399808 0.3994 0.398832 0.400015 0.400266 0.399833 0.399566 0.399571 0.400019 0.40013 0.398791 0.400591 0.400205 0.400234 0.398957 0.399604 0.399497 0.39971 0.400186 0.40001 0.399686 0.399768 0.399843 0.399901
